label,sentence
0,The movie is a desperate miscalculation.
0,"What they're doing is a matter of plumbing arrangements and mind games, of no erotic or sensuous charge."
0,Plays like a glossy melodrama that occasionally verges on camp.
0,What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story.
1,Polanski has found the perfect material with which to address his own World War II experience in his signature style.
0,"The main story ... is compelling enough, but it's difficult to shrug off the annoyance of that chatty fish."
1,"The film boasts at least a few good ideas and features some decent performances, but the result is disappointing."
1,"It's no surprise that as a director Washington demands and receives excellent performances, from himself and from newcomer Derek Luke."
1,"If Mostly Martha is mostly unsurprising, it's still a sweet, even delectable diversion."
1,Top-notch action powers this romantic drama.
1,Roman Polanski's autobiographical gesture at redemption is better than 'Shindler's List' - it is more than merely a Holocaust movie.
0,"An admitted egomaniac, Evans is no Hollywood villain, and yet this grating showcase almost makes you wish he'd gone the way of Don Simpson."
1,"Confessions may not be a straightforward bio, nor does it offer much in the way of Barris' motivations, but the film is an oddly fascinating depiction of an architect of pop culture."
0,The inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid.
1,Takes a simple premise and carries it to unexpected heights.
0,"'Moore is like a progressive bull in a china shop, a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism.'"
1,"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters, some genuine quirkiness and at least a measure of style."
0,"The star who helped give a spark to ""Chasing Amy"" and ""Changing Lanes"" falls flat as thinking man CIA agent Jack Ryan in this summer's new action film, ""The Sum of All Fears."""
1,"A good film with a solid pedigree both in front of and, more specifically, behind the camera."
1,A marvelous performance by Allison Lohman as an identity-seeking foster child.
0,A slow-moving police-procedural thriller that takes its title all too literally.
0,"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer, it misses a major opportunity to be truly revelatory about his psyche."
1,"Leigh isn't breaking new ground, but he knows how a daily grind can kill love."
0,The Master of Disguise represents Adam Sandler's latest attempt to dumb down the universe.
0,I can't say this enough: This movie is about an adult male dressed in pink jammies.
0,"(A) boldly stroked, luridly coloured, uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain."
0,"Once one experiences Mr. Haneke's own sadistic tendencies toward his audience, one is left with a sour taste in one's mouth, and little else."
1,"With so many bad romances out there, this is the kind of movie that deserves a chance to shine."
1,About Schmidt is undoubtedly one of the finest films of the year.
1,"It doesn't reach them, but the effort is gratefully received."
1,- I also wanted a little alien as a friend!
1,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them.
0,"For this sort of thing to work, we need agile performers, but the proficient, dull Sorvino has no light touch, and Rodan is out of his league."
1,"Juliette Binoche's Sand is vivacious, but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile."
0,Most of the storylines feel like time fillers between surf shots.
1,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16.
1,Woody Allen has really found his groove these days.
0,"The screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a ""Dungeons and Dragons"" fantasy with modern military weaponry..."
1,Delirious fun.
0,What might have been acceptable on the printed page of Iles' book does not translate well to the screen.
0,"Ice Cube isn't quite out of ripe screwball ideas, but Friday After Next spreads them pretty thin."
0,Director David Fincher and writer David Koepp can't sustain it.
0,"McKay shows crushingly little curiosity about, or is ill-equipped to examine, the interior lives of the characters in his film, much less incorporate them into his narrative."
1,"What lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts, as if discovering a way through to the bitter end without a map."
0,It gets the details of its time frame right but it completely misses its emotions.
1,"Entirely appropriately, the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn."
0,"What we have is a character faced with the possibility that her life is meaningless, vapid and devoid of substance, in a movie that is definitely meaningless, vapid and devoid of substance."
1,"With a cast of A-list Brit actors, it is worth searching out."
1,"It's refreshing that someone understands the need for the bad boy; Diesel, with his brawny frame and cool, composed delivery, fits the bill perfectly."
0,"For all of its insights into the dream world of teen life, and its electronic expression through cyber culture, the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2-hour running time."
0,"With flashbulb editing as cover for the absence of narrative continuity, Undisputed is nearly incoherent, an excuse to get to the closing bout ... by which time it's impossible to care who wins."
