ID,title,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,32k-ids,count,positive,neutral,negative,numeric_sentiment
2017-En-10597,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",1,0,1,0,0,0,0,1,0,0,0,1964 1454 1633 27678 16466 58 4 1607 39 17542 20330 377 74 81 490 416 3345 28 19703 31951 468 634 1964 1454 438 412 6084 31946,28,0,0,1,0.0
2017-En-10141,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me will know,1,0,1,0,0,0,0,0,0,0,0,725 31953 31932 64 137 31945 12479 31989 2116 266 454 74 2116 2970 9087 412 92 567 31946 974 19 455 669 43 18031 172 10569 8750 154 223 416,31,0,0,1,0.0
2017-En-40834,Soooo badly want to dye my hair dark but have never been dark before soooo torn loudly crying loudly crying loudly crying,1,0,1,0,0,0,0,0,1,0,0,110 8168 6397 339 26 12692 92 1177 1678 102 103 595 379 1678 634 6899 7239 22205 8495 22205 8495 22205 8495,23,0,0,1,0.0
2017-En-11414,"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",1,0,0,0,0,0,0,0,0,0,0,22326 28 2259 175 1600 102 19 1128 31953 31928 31951 19 31953 31940 6918 172 10 1893 41 4 598 16583 31947,23,0,0,1,0.0
2017-En-10668,Nor hell a fury like a woman scorned -- William Congreve,1,0,0,1,0,0,0,0,0,0,0,3707 4495 4 18 2580 172 4 1910 333 1644 31 1397 7334 11114 31698,15,0,0,1,0.0
2017-En-41355,"REPORT I agree. This current, ultra-left Democratic party lost a lot of members, including myself. I switched to Repub.",0,0,0,0,0,0,0,0,0,0,0,30961 9277 19 2911 31946 164 2257 31951 9411 31958 22217 20683 2114 3045 1675 4 489 39 3897 31951 2366 1190 31946 19 6988 26 5080 601 31946,29,0,0,1,0.0
2017-En-40348,Tried 2 get earlier flt 2day Turnd away bcuz it was 2 late Then agent let other pas on silvereliteleftbehind,0,0,1,0,0,0,0,0,1,0,0,7738 345 203 3125 428 31928 345 867 7977 16 921 13203 17642 36 81 345 2673 2174 9015 1080 275 18317 58 2336 45 4373 258 22217 30791,29,0,0,1,0.0
2017-En-11637,meadows Since it's a friend of Pereg's I don't want to offend :) Peace,0,0,0,0,1,0,1,0,1,0,1,154 73 1067 2666 36 31953 31932 4 729 39 23005 31942 31953 31932 19 372 31953 31928 339 26 11400 2021 12060,23,0,0,1,0.0
2017-En-41252,"I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it sad",0,0,0,0,0,0,0,0,1,0,0,19 117 1112 75 369 11902 802 26 14200 84 10 457 31951 19 175 31953 31928 1330 19 31953 31940 104 685 26 455 36 2130,27,0,0,1,0.0
2017-En-20636,The worst customer service and lack of professionalism from this service provider! phoneprovider badbusiness,1,0,1,0,0,0,0,0,1,0,0,94 3146 2315 1664 28 2017 39 3083 1633 195 64 1664 14483 31956 722 28874 1263 807 26104,19,0,0,1,0.0
2017-En-21387,"Val got a little too big for her hiking boots with that bakewell, the little terror GBBO",0,0,0,1,1,1,0,0,0,0,0,6360 438 4 366 316 675 61 279 7868 2798 84 74 11168 3476 31951 10 366 7350 8487 8887,20,0,0,1,0.0
2017-En-30095,I'm cheery now blowing a kiss winking,0,0,0,0,1,1,1,0,0,0,0,19 31953 31940 549 576 483 10053 4 10182 8 19427,11,1,0,0,1.0
2017-En-30904,Bridget Jones' Baby was bloody hilarious grinning sweat BridgetJonesBaby,0,0,0,0,1,0,1,0,0,0,0,25450 6735 31953 6257 81 12924 4467 23356 606 5012 25450 31987 1268 20073,14,0,0,1,0.0
2017-En-22055,I had really strange and awful dreams last night. I'd didn't even eat cheese before bed lovemysleep,1,0,1,1,1,1,0,0,1,0,0,19 227 280 3835 28 4381 5732 650 1217 31946 19 31953 31937 596 31953 31928 395 2607 6909 634 1607 278 31940 975 5411,25,0,0,0,0.5
2017-En-41195,bts' trilogy MV is my all time fav raising hands quite gloomy but beautiful as well sparkles,0,0,0,0,1,1,0,0,0,0,0,15 843 31953 4996 135 31982 46 92 163 265 831 10448 1672 883 31820 102 1140 108 254 18820,20,1,0,0,1.0
2017-En-40404,Brad Pitt being investigated for child abuse?! this all just got really dark,1,0,1,0,0,0,0,0,1,0,0,8720 15160 704 30779 61 827 5329 5486 64 163 204 438 280 1678,14,0,0,1,0.0
2017-En-30533,Watch this amazing live.ly broadcast by musicallyjh,0,1,0,0,1,0,1,0,0,1,0,6668 64 1024 1313 31946 62 11254 296 13728 31959 31935,11,1,0,0,1.0
2017-En-21118,should I start posting photos?,0,1,0,0,0,0,0,0,0,0,0,593 19 584 15398 2520 31992,6,0,0,1,0.0
2017-En-10241,Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis angry,1,0,1,0,0,0,0,0,0,0,0,2403 386 631 8718 74 4 1150 0 6530 359 7173 1504 593 60 10121 84 110 4120 10949 2201 1412 31962 31946 12067 31990 31968 31972 31963 10305 14 6818,31,0,0,1,0.0
2017-En-30917,"'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",1,0,1,0,1,0,1,0,0,0,0,924 7311 24576 8088 84 3481 20511 1027 31951 4117 17604 3051 31991 924 31962 19643 2633 31695 31946 7606 30234 296 10 2116 294 2803 92 496 729 7135,30,1,0,0,1.0
2017-En-30090,Thank you disney themed episode for letting me discover how amazing the are! hilarious,0,0,0,0,1,0,0,0,0,0,0,1978 75 25088 12462 3636 61 6549 154 4095 327 1024 10 112 31956 4467,15,1,0,0,1.0
2017-En-10331,Need a new outlet for rage,1,0,1,0,0,0,0,0,0,0,0,5570 4 429 6452 61 16025,6,1,0,0,1.0
2017-En-30555,Watch this amazing live.ly broadcast by swaggysquad musically,0,1,0,0,1,1,1,0,0,0,0,6668 64 1024 1313 31946 62 11254 296 1101 11704 975 161 73 13728,14,1,0,0,1.0
2017-En-30097,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is tears of joy HereWeGo,0,0,0,0,1,1,0,0,0,0,0,777 27623 924 31972 31930 2046 4867 31953 201 3522 28156 64 265 31977 28 2027 7112 327 4467 36 46 5021 39 3536 4257 3542 10295,27,1,0,0,1.0
2017-En-11332,wow. not heard this in forever. Random but. great sting xph,0,0,0,0,1,0,0,0,0,0,0,6928 31946 104 1578 64 41 3351 31946 31368 102 31946 177 18416 3061 686,15,1,0,0,1.0
2017-En-20652,so you mean like Uber but for despair for someone other than the driver',0,0,1,0,0,0,0,0,0,0,0,117 75 1712 172 516 652 102 61 14604 61 1279 275 281 10 5132 31953,16,0,0,1,0.0
2017-En-30493,If you don't love yourself... Honesty is the best policy smile,0,0,0,0,1,0,1,0,0,0,1,499 75 372 31953 31928 278 1879 314 26521 31941 46 10 496 7226 5550,15,1,0,0,1.0
2017-En-10426,"I'm offended, I actually am",1,0,0,0,0,0,0,0,1,0,0,19 31953 31940 16031 31951 19 878 250,8,0,0,1,0.0
2017-En-21029,"In my room 101 would go Russell Howard,Tom Odell,Michael Buble!!! pants nogood",1,0,1,0,0,0,0,1,1,0,0,646 92 1187 17219 194 298 11574 11177 31951 12822 14973 1091 31951 19529 5994 123 962 3702 262 5138,20,0,1,0,0.5
2017-En-40299,Gaaaaaaaad! Should have stayed in London!,1,0,1,0,0,0,0,0,1,0,0,193 23512 10771 31930 73 31956 6885 103 4898 41 6557 31956,12,0,0,0,0.5
2017-En-31237,May the optimism of tomorrow be your foundation for today.,0,0,0,0,0,0,1,0,0,0,0,2091 10 25821 39 11047 60 276 6945 61 1699 31946,11,1,0,0,1.0
2017-En-40565,giacchino will this be aired on radio or filmed? Lots of fans over the pond too! wales lost,0,0,0,0,1,0,1,0,1,0,0,740 90 116 4102 223 64 60 14848 58 2604 152 11282 31992 4400 39 2069 359 10 8297 316 31956 1602 29 1675,24,1,0,0,1.0
2017-En-21772,"And also, trying to find it on Youtube is a fucking nightmare.",1,0,1,0,0,0,0,0,0,0,0,730 396 31951 1193 26 445 36 58 15960 46 4 18 979 25 10667 31946,16,0,0,1,0.0
2017-En-30068,"Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. happiness beauty",0,0,0,0,1,1,1,0,0,0,1,5711 26 455 74 75 31953 7 995 480 41 10 2747 31946 7106 5606 112 746 480 31951 3851 31951 28 27895 31946 7470 4022,26,1,0,0,1.0
2017-En-11436,spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain,1,0,1,0,0,0,0,0,0,0,0,2354 359 345 18 979 25 1363 28 485 175 31953 31928 203 74 2111 110 9273 31954 6812 377 58 21975 7319 1077 12296 8032,26,0,0,1,0.0
2017-En-22096,do you actually heely on campus bc this should scare you,0,0,0,1,0,0,0,0,0,0,0,138 75 878 121 12593 58 19265 13203 64 593 11044 75,12,0,1,0,0.5
2017-En-21099,GetSmartWithARQ is a smart way to start investing and whiteicenetwork is smart source 2 start skilled manpower recruitment for ur firm,0,1,0,0,1,0,1,0,0,1,0,3338 21983 5736 1887 0 46 4 3218 418 26 584 12077 28 1783 50 34 69 2187 46 3218 3910 345 584 14734 317 7566 31152 377 61 4139 3595,31,1,0,0,1.0
2017-En-21874,Omg I actually thought she was going to jump. bully SouthPark20 southpark,0,1,0,0,0,0,0,0,0,0,0,27201 19 878 657 351 81 685 26 3293 31946 20280 5535 31973 662 2225 9264 29401,17,0,1,0,0.5
2017-En-20961,RamsFan their whole team is limited when they're on the field.,0,0,0,0,1,0,1,0,0,0,0,269 2023 31978 44 402 1136 3590 46 3809 261 189 31953 7 58 10 3648 31946,17,0,0,1,0.0
2017-En-41038,"Happy Birthday, LOST! / lost dharmainitiative 12years 22september2004 oceanic815",0,0,0,0,1,0,0,0,0,0,0,6117 16741 31951 25348 31956 3518 1675 33 12479 183 13753 900 1833 18706 6538 87 335 10560 9043 31989 10485 50 31995 8483,24,1,0,0,1.0
2017-En-22007,"PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. depression anxietyprobz",0,0,0,1,0,0,0,0,1,0,0,5038 8758 11651 13473 189 455 10 800 11435 31951 104 10 13514 1027 19 1762 479 1505 31946 9859 10857 3158 31947 31971,24,0,0,1,0.0
2017-En-31143,"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' ValerieBot",0,0,0,0,1,1,1,0,0,1,0,164 1217 46 19341 31951 372 31953 31928 75 1080 36 298 31956 19 31953 31940 2950 3415 979 31951 462 4674 163 10 418 1007 181 31953 28859 31967 53,31,1,0,0,1.0
2017-En-30188,The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team superman,0,0,0,0,1,1,1,0,0,0,0,94 2257 847 39 30968 3939 26 60 4 2824 31956 636 175 479 10 278 15744 412 36 296 738 169 58 10 3622 3590 30968,27,1,0,0,1.0
2017-En-11477,People who go the speed limit irritate me,1,0,1,0,0,0,0,0,0,0,0,5038 294 298 10 2389 6272 15746 154,8,0,0,1,0.0
2017-En-40714,FF Family X soul blues & rock band music from the heart With soul & passion Xx musical notes xX,0,0,0,0,1,0,0,0,0,0,0,18683 8403 31926 0 3680 6027 775 1948 1294 712 195 10 1309 1588 3680 775 3936 31926 0 31957 3571 3586 3061 0,24,1,0,0,1.0
2017-En-22201,Last product I buy - I promise! Absolutely CustomerService,1,1,1,0,0,0,1,0,0,0,0,5172 307 19 397 349 19 6306 31956 5695 10265 31955 21903,12,0,0,1,0.0
2017-En-20269,ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,1,0,1,1,0,0,0,0,0,0,0,5348 31935 181 117 845 1048 1824 195 7350 6798 6293 29120 450 232 13033 2614 21140 294 8476 15 31989 837 11067 26 22133 2156,26,0,0,1,0.0
2017-En-41192,Huh! It's always my fault isn't it >:( huff sulk,1,0,1,0,0,0,0,0,1,0,0,156 10362 31956 133 31953 31932 746 92 3308 1158 31953 31928 36 31926 0 15656 70 901 9 18065,20,0,0,1,0.0
2017-En-10265,'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,1,0,1,0,0,0,0,0,1,0,0,924 31950 416 75 12078 154 7135 2066 1638 350 1110 108 121 10556 10 9087 28 6365 58 10 3765 13207 31946 924 31950 416 19 9982 208 7135 1397,31,0,0,1,0.0
2017-En-21785,Wms I have never been more anxious of a election in my life double exclamation mark,0,0,0,1,0,0,0,0,0,0,0,131 1711 19 103 595 379 222 9528 39 4 18254 41 92 567 3395 1100 10145 217 1646,19,1,0,0,1.0
2017-En-31371,"'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",0,1,0,0,1,0,1,0,0,0,1,924 14248 326 6878 5865 24576 808 980 84 4 549 576 5550 924 31973 49 5571 26 2726 75 31951 28188 31956 5784 103 75 26908 195 24038,29,1,0,0,1.0
2017-En-20844,My fav movies are horror but they don't make them like they used too. Haven't seen a great one in years,0,0,1,0,0,0,0,0,1,0,0,456 831 1745 112 3969 102 189 372 31953 31928 463 230 172 189 494 316 31946 6904 31953 31928 1327 4 177 150 41 555,26,0,0,1,0.0
2017-En-11565,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. bb18 bitter shouldofVotedforNicole",1,0,1,0,0,0,0,0,1,0,0,3683 31991 262 7008 31949 31951 262 2656 31949 31951 262 3658 31949 31951 262 1121 31949 31946 636 18 979 31 208 31946 18263 12044 7634 593 3440 31982 5355 2032 31969 50 2090,35,0,0,1,0.0
2017-En-21703,I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful.,1,0,1,0,0,0,0,0,0,0,0,19 31953 31937 172 26 9187 10 20480 1079 6169 28 12252 21203 28 572 74 10 429 54 5937 247 179 31939 678 665 46 18 979 25 4381 31946,31,0,0,1,0.0
2017-En-21908,I am shy xD,0,0,0,1,0,0,0,1,1,0,0,19 250 11079 3061 31965,5,0,1,0,0.5
2017-En-11008,After what just happened. In need to smoke.,1,0,0,0,0,0,0,0,0,0,0,1120 272 204 2268 31946 646 364 26 8278 31946,10,0,1,0,0.5
2017-En-31214,hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,1,0,1,0,1,0,1,0,0,0,0,12025 20636 20636 390 3419 23462 31946 636 112 4467 31946 98 1422 317 1193 26 518 16391 4676 31946 3338 187 39 845 317 31946,26,0,0,1,0.0
2017-En-11581,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,1,0,0,0,0,0,0,0,0,0,0,1582 29 26015 1146 4050 163 1488 28 510 5408 438 6818 28 81 163 1192 36 607 28 1146 2549 96 62 4050 36 387 166 279,28,0,0,1,0.0
2017-En-10528,Chris ate all my mac n cheese so imma eat all his taffy revenge,1,0,1,0,1,0,0,0,0,0,0,6890 10034 163 92 5226 43 6909 117 785 3054 2607 163 311 3 4157 31941 9714,17,0,0,1,0.0
2017-En-30587,"I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.",0,1,0,0,1,0,0,0,0,0,0,19 2126 515 7443 867 31951 102 304 7203 2398 41 2060 195 31951 19 31953 31937 572 31951 3357 12525 31932 26 2041 5395 31932 31946,27,0,0,1,0.0
2017-En-21182,so this houses will get into my instestines and scare my poop and I'll shit my pants?,1,0,1,1,0,0,0,0,0,0,0,117 64 10314 223 203 412 92 488 199 1300 28 11044 92 12704 28 19 31953 30 171 12 92 3702 31992,23,0,0,1,0.0
2017-En-41158,I came to work for no reason weary pistol I could've stayed in bed,1,0,0,0,0,0,0,1,1,0,0,19 790 26 207 61 262 994 19068 10325 19 369 31953 45 4898 41 1607,16,0,0,1,0.0
2017-En-20389,That old lady is cray cray scared BellaIsSoCute awe Empire,0,0,0,1,0,0,0,0,0,0,0,1237 493 5262 46 15762 15762 7420 14438 8743 2737 31963 645 10574 12660,14,0,0,1,0.0
2017-En-21683,do REDNECKS intellectually intimidate you and force you to be their dancing clown?,1,0,1,0,0,0,0,1,0,0,0,138 17776 31969 2560 5014 23996 13166 251 75 28 4076 75 26 60 402 7756 22230 31992,18,0,0,1,0.0
2017-En-20110,hi my names anxiety and i have shaun,0,0,0,1,0,0,0,0,0,0,0,4889 92 4474 10857 28 332 103 643 179,9,0,1,0,0.5
2017-En-30921,"Sometimes I like to talk about my sadness. Other times, I just want to be distracted by friends, laughter, shopping, eating... MHChat",0,0,1,0,0,0,0,0,1,0,0,4344 19 172 26 3182 228 92 10852 31946 1950 765 31951 19 204 339 26 60 15714 296 1149 31951 10456 31951 4792 31951 3745 314 135 15269 59,30,0,0,0,0.5
2017-En-21773,Noooooo without MaryBerry will be awful endofanera going 2b so lost have bought a lameduck there notallaboutthemoney,1,0,1,0,0,0,0,1,0,0,0,226 30899 703 4877 30980 223 60 4381 477 3440 44 1111 685 345 31947 117 1675 103 430 4 32 3975 979 343 104 89 7762 17379 728,29,0,0,1,0.0
2017-En-21125,"Ha! Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",0,1,0,0,1,0,1,0,0,0,1,2569 31956 3130 276 109 427 554 924 91 11546 31953 166 10 15295 41 3619 24267 31946 499 9839 1654 36 31953 31932 4200 31951 19 31953 31940 163 41 31946,32,1,0,0,1.0
2017-En-30345,"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away tears of joy loudly crying",0,0,0,0,1,0,0,0,0,0,0,1479 10 1836 1028 31951 92 712 5456 3215 204 2397 15384 1605 28 980 31951 924 31950 416 272 31953 31932 5741 7135 730 7721 921 5021 39 3536 22205 8495,32,1,0,0,1.0
2017-En-40429,"SRogers 'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",1,1,1,0,0,0,0,0,0,0,0,17916 500 158 924 6185 36 175 298 150 39 482 2380 31946 636 1468 203 359 36 28 3025 36 31951 354 36 31953 31932 104 685 26 1451 31951 152 75 114 253 228 1397,37,0,1,0,0.5
2017-En-22008,"PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. depression anxiety anxietyprobz",0,0,0,1,0,0,0,0,1,0,0,5038 8758 11651 13473 189 455 10 800 11435 31951 104 10 13514 1027 19 1762 479 1505 31946 9859 10857 10857 3158 31947 31971,25,0,0,1,0.0
2017-En-30027,Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),0,0,0,0,1,0,1,0,0,0,0,16375 163 31956 2538 1518 36 46 14691 58 64 12338 2647 26 549 3905 7587 128 387 26 207 31946 7111,22,1,0,0,1.0
2017-En-21478,ThisIsUs has messed with my mind & now I'm anticipating the next episode with apprehension & delight! isthereahelplineforthis,0,1,0,0,1,0,0,0,0,0,0,164 8743 23365 216 9836 84 92 1280 775 483 19 31953 31940 15855 10 803 3636 84 433 4606 77 775 2824 31956 46 6342 31930 3195 461 282 684 146,32,0,0,0,0.5
2017-En-20539,"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",1,0,1,0,0,0,1,0,0,0,0,2182 64 893 223 60 602 10 563 629 39 2087 678 21059 36 223 41 889 60 4 893 2178 14270 31951 17358 28 204 21638 31946,28,0,0,1,0.0
2017-En-20498,God we need a new goal keeper! Theyre both horrific.,1,0,1,0,0,0,0,1,0,0,0,1569 95 364 4 429 6376 8459 31956 512 7 788 12029 31946,13,0,0,1,0.0
2017-En-21464,Old age?! No hope for the rest of us. Destined to become deatheaters by 50 nightmare,0,0,0,1,0,0,0,0,1,0,0,6140 2060 5486 1086 1194 61 10 1305 39 128 31946 13487 1778 26 1806 160 25583 18323 296 2656 10667,21,0,0,1,0.0
2017-En-21723,"if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't",0,0,0,0,0,0,0,1,1,1,0,277 19 862 31047 211 1123 1551 31966 1384 31951 4 2217 84 10 5174 485 58 31951 2055 17571 3588 2121 3398 349 19 31953 31940 9283 1699 31958 23243 62 19 596 31953 31928,36,0,0,1,0.0
2017-En-22154,"Everybody's worried about stopping terrorism. Well, there's a really easy way: stop participating in it. - Noam Chomsky",0,0,0,1,0,0,1,0,0,0,0,16337 31953 31932 3923 228 10791 21059 31946 1548 31951 343 31953 31932 4 280 441 418 31991 1674 29090 41 36 31946 349 1086 174 670 6751 1561,29,0,0,1,0.0
2017-En-40139,wow almost all the T-Mobile stores in San Diego are out of Note7 replacements sadness I need to get mine replaced,0,0,0,0,0,0,0,1,1,0,0,6928 1014 163 10 54 31958 22048 2687 41 5811 18166 112 187 39 5980 31997 9690 10852 19 364 26 203 1918 2918,24,0,0,1,0.0
2017-En-41499,I am worried that she felt safe. unhappy,0,0,0,1,0,0,0,0,1,0,0,19 250 3923 74 351 1337 2658 31946 8840,9,0,0,1,0.0
2017-En-40494,sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,0,0,0,0,1,1,0,0,1,0,0,7886 332 103 26 298 26 1607 483 372 31953 31928 22133 1005 659 332 31953 31940 2444 2861 111 332 278 75,23,0,0,1,0.0
2017-En-40997,"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",0,0,0,0,1,0,1,0,0,0,0,19 273 166 260 39 10 3147 3798 74 457 166 10 748 28 13249 226 13699 31951 269 3980 31930 190 1556 11791 31973 1556,26,0,1,0,0.5
2017-En-21644,ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the,1,0,0,0,0,0,0,0,0,0,0,4 18152 31994 361 592 1402 19 31953 45 379 2592 924 31933 2439 24538 19 31953 31937 60 2444 296 483 7135 924 11774 1242 31953 152 924 31974 31952 15360 31953 117 2861 75 61 10,38,1,0,0,1.0
